recall_id,title,organization,product_name,issue,category,updated_at,data_received_at,issue_category
77232,Transport Canada Recall - 2025156 - MACK,TC,Truck - Med. & H.D. recalled by MACK,High Voltage,Med. & H.D.,2025-04-04,2025-06-20 15:13:01.237253,Truck
77233,Transport Canada Recall - 2025157 - VOLVO TRUCKS,TC,Truck - Med. & H.D. recalled by VOLVO TRUCKS,High Voltage,Med. & H.D.,2025-04-04,2025-06-20 15:13:01.237253,Truck
77227,Aladdin Foods brand Lean Ground Beef recalled due to E. coli O103,CFIA,Lean Ground Beef,E. Coli - other pathogenic,,2025-04-03,2025-06-20 15:13:01.237253,Processed
77241,Transport Canada Recall - 2025172 - JAYCO,TC,RV Trailer recalled by JAYCO,Structure,,2025-04-03,2025-06-20 15:13:01.237253,RV Trailer
77240,Transport Canada Recall - 2025171 - JAYCO,TC,RV Trailer recalled by JAYCO,Structure,,2025-04-03,2025-06-20 15:13:01.237253,RV Trailer
77238,Transport Canada Recall - 2025167 - VOLKSWAGEN,TC,SUV recalled by VOLKSWAGEN,Lights And Instruments,SUV,2025-04-03,2025-06-20 15:13:01.237253,Car
77237,Transport Canada Recall - 2025166 - NOVA BUS,TC,Bus recalled by NOVA BUS,Seats And Restraints,,2025-04-03,2025-06-20 15:13:01.237253,Bus
77236,Transport Canada Recall - 2025165 - FORD,TC,Light Truck & Van recalled by FORD,Engine,,2025-04-03,2025-06-20 15:13:01.237253,Light Truck & Van
77229,Tony's Chocolonely brand Dark Chocolate Almond Sea Salt and Everything Bar recalled due to presence of stones,CFIA,"Dark Chocolate Almond Sea Salt, Everything Bar ",Extraneous Material,,2025-04-03,2025-06-20 15:13:01.237253,"Candy, confectionary, snacks and sweeteners"
77234,Transport Canada Recall - 2025163 - FORD,TC,Light Truck & Van recalled by FORD,Engine,Light Truck & Van,2025-04-03,2025-06-20 15:13:01.237253,SUV
77224,BALLARD™ Closed Suction Systems,Medical devices,BALLARD™ Closed Suction Systems,Sterility,,2025-04-03,2025-06-20 15:13:01.237253,Anaesthesiology
77223,Altair Lifting Solutions,Medical devices,Altair Lifting Solutions,Performance,,2025-04-03,2025-06-20 15:13:01.237253,General hospital and personal use
77216,ARVA Neo BT Pro Avalanche Transceivers recalled due to a signal transmission failure during emergencies,Consumer product safety,ARVA Neo BT Pro Avalanche Transceivers ,Injury hazard,,2025-04-03,2025-06-20 15:13:01.237253,Sports and fitness
77194,Petzl SWAN EASYFIT Harnesses recalled due to fall hazard ,Consumer product safety,Petzl SWAN EASYFIT Harnesses,Fall hazard,,2025-04-03,2025-06-20 15:13:01.237253,Sports and fitness
77184,"DeWalt 70,000-BTU Outdoor Portable Cordless Forced Air Propane Heater recalled due to fire hazard ",Consumer product safety,"DeWalt 70,000-BTU Outdoor Portable Cordless Forced Air Propane Heater",Fire hazard,,2025-04-03,2025-06-20 15:13:01.237253,Outdoor living
76952,Transport Canada Recall - 2025047 - NOVA BUS,TC,Bus recalled by NOVA BUS,High Voltage,,2025-04-03,2025-06-20 15:13:01.237253,Bus
76538,Expanded recall: Souvenir du Canada Plush Toys recalled due to choking hazard ,Consumer product safety,Souvenir du Canada Plush Toys,Choking hazard,,2025-04-03,2025-06-20 15:13:01.237253,Toys and games
77218,"Unauthorized injectable peptide drugs seized from Optimum Wellness Centre in Calgary, Alberta may pose serious health risks",Communications and Public Affairs Branch,Unauthorized injectable peptide drugs,Unauthorized product - Product safety,,2025-04-02,2025-06-20 15:13:01.237253,Drugs
77219,enVista® Hydrophobic Acrylic IOL,Medical devices,enVista® Hydrophobic Acrylic IOL,Performance,,2025-04-02,2025-06-20 15:13:01.237253,Ophthalmology
77220,Integra® Miltex® CryoSolutions® and Cryosuccess Cartridges,Medical devices,Integra® Miltex® CryoSolutions® and Cryosuccess Cartridges,Labelling and packaging,,2025-04-02,2025-06-20 15:13:01.237253,General and plastic surgery
77228,Transport Canada Recall - 2025170 - JAYCO,TC,Motorhome recalled by JAYCO,Fuel System,,2025-04-02,2025-06-20 15:13:01.237253,Motorhome
77208,Transport Canada Recall - 2025149 - WINNEBAGO INDUSTRIES,TC,RV Trailer recalled by WINNEBAGO INDUSTRIES,Label,,2025-04-01,2025-06-20 15:13:01.237253,RV Trailer
77215,Auto World Unassembled Deluxe Pit Kit Slot Cars recalled due to ingestion hazard ,Consumer product safety,Auto World Unassembled Deluxe Pit Kit Slot Cars ,Ingestion hazard,,2025-04-01,2025-06-20 15:13:01.237253,Toys and games
77222,Transport Canada Recall - 2025158 - MICRO BIRD,TC,School Bus recalled by MICRO BIRD,Seats And Restraints,,2025-04-01,2025-06-20 15:13:01.237253,School Bus
77230,Greenworld Fine Foods brand Tahini-Rashi recalled due to undeclared peanut,CFIA,Tahini-Rashi,Peanut,,2025-03-31,2025-06-20 15:13:01.237253,Other
77214,Sambucus Organic Cold & Flu syrup; Out of specification (Yeast content),Drugs and health products,Sambucus Organic Cold & Flu syrup,Product quality,,2025-03-31,2025-06-20 15:13:01.237253,Natural health products
77122,Transport Canada Recall - 2025120 - INEOS AUTOMOTIVE CANADA LIMITED,TC,SUV recalled by INEOS AUTOMOTIVE CANADA LIMITED,Structure,,2025-03-31,2025-06-20 15:13:01.237253,SUV
76905,Transport Canada Recall - 2025020 - FORD,TC,SUV recalled by FORD,Suspension,,2025-03-31,2025-06-20 15:13:01.237253,SUV
77209,Transport Canada Recall - 2025150 - PACCAR,TC,Truck - Med. & H.D. recalled by PACCAR,High Voltage,Med. & H.D.,2025-03-28,2025-06-20 15:13:01.237253,Truck
77173,Makita 18V Cordless Grease Gun and certain Makita flexible hoses recalled due to laceration hazard,Consumer product safety,Makita 18V Cordless Grease Gun and certain Makita flexible hoses,Laceration hazard,,2025-03-28,2025-06-20 15:13:01.237253,Tools and accessories
77191,"Zoomie Kids and VEVOR baby, infant and newborn loungers, nests and sleepers recalled due to fall and entrapment hazards ",Consumer product safety,"Zoomie Kids and VEVOR baby, infant and newborn loungers, nests and sleepers",Fall hazard - Entrapment hazard,,2025-03-28,2025-06-20 15:13:01.237253,Household items
77196,Royal Gourmet Foods brand Hummus recalled due to undeclared peanut,CFIA,Hummus,Peanut,,2025-03-28,2025-06-20 15:13:01.237253,Condiments
77205,Transport Canada Recall - 2025129 - THOR MOTOR COACH,TC,Motorhome recalled by THOR MOTOR COACH,Structure,,2025-03-28,2025-06-20 15:13:01.237253,Motorhome
77206,Transport Canada Recall - 2025147 - VOLVO,TC,Car recalled by VOLVO,High Voltage,Car,2025-03-28,2025-06-20 15:13:01.237253,SUV
77207,Transport Canada Recall - 2025148 - NISSAN,TC,SUV recalled by NISSAN,Brakes,,2025-03-28,2025-06-20 15:13:01.237253,SUV
77210,Transport Canada Recall - 2025151 - PACCAR,TC,Truck - Med. & H.D. recalled by PACCAR,High Voltage,Med. & H.D.,2025-03-28,2025-06-20 15:13:01.237253,Truck
77211,"Transport Canada Recall - 2025152 - LUCID MOTORS, INC.",TC,"Car recalled by LUCID MOTORS, INC.",Accessories,,2025-03-28,2025-06-20 15:13:01.237253,Car
77212,Transport Canada Recall - 2025153 - TIFFIN,TC,Motorhome recalled by TIFFIN,Structure,,2025-03-28,2025-06-20 15:13:01.237253,Motorhome
77202,Transport Canada Recall - 2025145 - INTERNATIONAL MOTORS,TC,School Bus recalled by INTERNATIONAL MOTORS,Lights And Instruments,,2025-03-27,2025-06-20 15:13:01.237253,School Bus
77198,Transport Canada Recall - 2025132 - FORD,TC,Light Truck & Van recalled by FORD,Powertrain,SUV,2025-03-27,2025-06-20 15:13:01.237253,Light Truck & Van
77203,Transport Canada Recall - 2025146 - GRAND DESIGN RV,TC,RV Trailer recalled by GRAND DESIGN RV,Powertrain,,2025-03-27,2025-06-20 15:13:01.237253,RV Trailer
77204,Transport Canada Recall - 2025154 - DAIMLER TRUCK NORTH AMERICA,TC,Truck - Med. & H.D. recalled by DAIMLER TRUCK NORTH AMERICA,Brakes,Med. & H.D.,2025-03-27,2025-06-20 15:13:01.237253,Truck
77200,Transport Canada Recall - 2025142 - TESLA,TC,Light Truck & Van recalled by TESLA,Structure,,2025-03-27,2025-06-20 15:13:01.237253,Light Truck & Van
77201,Transport Canada Recall - 2025143 - FIAT CHRYSLER AUTOMOBILES,TC,SUV recalled by FIAT CHRYSLER AUTOMOBILES,Lights And Instruments,,2025-03-27,2025-06-20 15:13:01.237253,SUV
77197,Transport Canada Recall - 2025131 - FORD,TC,SUV recalled by FORD,Visual System,,2025-03-27,2025-06-20 15:13:01.237253,SUV
77124,APOTHEKE Pumpkin Ginger 3 Wick Candle recalled due to fire hazard ,Consumer product safety,APOTHEKE Pumpkin Ginger 3 Wick Candle,Fire hazard,,2025-03-27,2025-06-20 15:13:01.237253,Household items
73923,Transport Canada Recall - 2023355 - FORD,TC,Car recalled by FORD,High Voltage,,2025-03-27,2025-06-20 15:13:01.237253,Car
77190,Neupogen vials; Out of specification (Stability),Drugs and health products,Neupogen 300 mcg/mL (480 mcg /1.6 mL) vials,Product quality,,2025-03-27,2025-06-20 15:13:01.237253,Biologic or vaccine
77148,Transport Canada Recall - 2025122 - KEYSTONE,TC,RV Trailer recalled by KEYSTONE,Electrical,,2025-03-27,2025-06-20 15:13:01.237253,RV Trailer
77156,Clipper Raw Black and Gold Logo reusable lighters recalled due to potential fire hazard,Consumer product safety,Clipper Raw Black ,Fire hazard,,2025-03-27,2025-06-20 15:13:01.237253,Household items
73103,Unauthorized skin lightening and skin treatment products may pose serious health risks,Communications and Public Affairs Branch,Various unauthorized health products promoted for lightening skin or treating skin conditions (such as eczema or psoriasis),Unauthorized product,,2025-03-26,2025-06-20 15:13:01.237253,Drugs
76165,Transport Canada Recall - 2024510 - DAIMLER TRUCK NORTH AMERICA,TC,Truck - Med. & H.D. recalled by DAIMLER TRUCK NORTH AMERICA,Lights And Instruments,Med. & H.D.,2025-03-26,2025-06-20 15:13:01.237253,Truck
76292,Transport Canada Recall - 2024573 - VOLKSWAGEN,TC,Car recalled by VOLKSWAGEN,High Voltage,,2025-03-26,2025-06-20 15:13:01.237253,Car
76660,Transport Canada Recall - 2024718 - DIONO,TC,Child Car Seat recalled by DIONO,Seats And Restraints,,2025-03-26,2025-06-20 15:13:01.237253,Child Car Seat
77177,Lolanta Children’s Bathrobes recalled due to burn hazard,Consumer product safety,Lolanta Children’s Bathrobes,Burn hazard,,2025-03-26,2025-06-20 15:13:01.237253,Clothing
77180,"Marie-Chantal Nightgowns, Pajama sets and Robes recalled due to flammability hazard ",Consumer product safety,"Marie-Chantal Children’s Nightgowns, Pajama Sets and Robes",Flammability hazard,,2025-03-26,2025-06-20 15:13:01.237253,Clothing
77181,DuraSeal Dural Sealant,Medical devices,DuraSeal Dural Sealant,Labelling and packaging,,2025-03-26,2025-06-20 15:13:01.237253,Neurology
77183,Mint-Rosuvastatin Tablet products recall; Out of specification (Impurity),Drugs and health products,Mint-Rosuvastatin Tablet,Product quality,,2025-03-26,2025-06-20 15:13:01.237253,Drugs
77186,Amplify - Peach Mango powder; Contamination (milk derived proteins),Drugs and health products,Amplify - Peach Mango powder,Product quality,,2025-03-26,2025-06-20 15:13:01.237253,Natural health products
77187,Amplatzer Torqvue Delivery System,Medical devices,Amplatzer Torqvue Delivery System,Performance,,2025-03-26,2025-06-20 15:13:01.237253,Cardiovascular
77188,Believe Supplements products recall: Contamination (milk derived proteins),Drugs and health products,Believe Supplements products,Product quality,,2025-03-26,2025-06-20 15:13:01.237253,Natural health products
77193,Transport Canada Recall - 2025144 - GENERAL MOTORS,TC,Car recalled by GENERAL MOTORS,Steering,,2025-03-26,2025-06-20 15:13:01.237253,Car
76926,Transport Canada Recall - 2025038 - BRINKLEY RV,TC,RV Trailer recalled by BRINKLEY RV,Electrical,,2025-03-26,2025-06-20 15:13:01.237253,RV Trailer
77179,DiaStream Classic HD SNCO,Medical devices,DiaStream Classic HD SNCO,Sterility,,2025-03-25,2025-06-20 15:13:01.237253,Gastroenterology and urology
77178,ABL90 Flex and Flex Plus,Medical devices,ABL90 Flex and Flex Plus,Performance,,2025-03-25,2025-06-20 15:13:01.237253,Chemistry
77176,DxC 500 AU Clinical Chemistry Analyzer,Medical devices,DxC 500 AU Clinical Chemistry Analyzer,Performance,,2025-03-25,2025-06-20 15:13:01.237253,Chemistry
77175,DxC 500 AU Clinical Chemistry Analyzer,Medical devices,DxC 500 AU Clinical Chemistry Analyzer,Performance,,2025-03-25,2025-06-20 15:13:01.237253,Chemistry
76824,Transport Canada Recall - 2024784 - TESLA,TC,Car recalled by TESLA,Airbag,SUV,2025-03-24,2025-06-20 15:13:01.237253,Car
77157,Style Life Eleven Baby Loungers recalled due to fall and entrapment hazards  ,Consumer product safety,Style Life Eleven Baby Loungers,Fall hazard - Entrapment hazard,,2025-03-24,2025-06-20 15:13:01.237253,Household items
77172,"Costway Babyjoy Baby High Chair recalled due to entrapment, suffocation and fall hazards",Consumer product safety,Babyjoy Baby High Chair,Entrapment hazard - Fall hazard,,2025-03-24,2025-06-20 15:13:01.237253,Household items
77174,Autopulse Nxt Resuscitation System,Medical devices,Autopulse Nxt Resuscitation System,Performance,,2025-03-24,2025-06-20 15:13:01.237253,Cardiovascular
77192,Nissin brand Big Cup Noodle recalled due to undeclared shrimp and Nissin brand Big Cup Noodle Curry Flavor recalled due to undeclared peanut,CFIA,"Big Cup Noodle, Big Cup Noodle Curry Flavor",Peanut - Crustacean and shellfish,,2025-03-24,2025-06-20 15:13:01.237253,Other
77160,Certain Habibi's Mediterranean brand dips recalled due to undeclared peanut,CFIA,Dips,Peanut,,2025-03-22,2025-06-20 15:13:01.237253,Condiments
77158,Eatlove brand Organic Almond Butter Cup recalled due to undeclared peanut,CFIA,Organic Almond Butter Cup,Peanut,,2025-03-21,2025-06-20 15:13:01.237253,"Candy, confectionary, snacks and sweeteners"
77189,Grandis brand Tahini Paste recalled due to undeclared peanut,CFIA,Tahini Paste,Peanut,,2025-03-21,2025-06-20 15:13:01.237253,Other
74582,Transport Canada Recall - 2023595 - TESLA,TC,Car recalled by TESLA,Airbag,Car,2025-03-21,2025-06-20 15:13:01.237253,SUV
77155,Sandoz Fesoterodine Fumarate 8 mg tablet; Out of specification (Diester impurity),Drugs and health products,Sandoz Fesoterodine Fumarate 8 mg tablet,Product quality,,2025-03-21,2025-06-20 15:13:01.237253,Drugs
77126,Bruxzir® Burs,Medical devices,Bruxzir® Burs,Unauthorised device,,2025-03-21,2025-06-20 15:13:01.237253,Dental
77167,Transport Canada Recall - 2025137 - FORD,TC,Light Truck & Van recalled by FORD,Powertrain,,2025-03-20,2025-06-20 15:13:01.237253,Light Truck & Van
77164,Transport Canada Recall - 2025134 - FORD,TC,SUV recalled by FORD,Engine,,2025-03-20,2025-06-20 15:13:01.237253,SUV
77165,Transport Canada Recall - 2025135 - FORD,TC,SUV recalled by FORD,Powertrain,,2025-03-20,2025-06-20 15:13:01.237253,SUV
77166,Transport Canada Recall - 2025136 - FORD,TC,Light Truck & Van recalled by FORD,Heater And Defroster,,2025-03-20,2025-06-20 15:13:01.237253,Light Truck & Van
77162,Transport Canada Recall - 2025105 - FORD,TC,SUV recalled by FORD,High Voltage,,2025-03-20,2025-06-20 15:13:01.237253,SUV
77168,Transport Canada Recall - 2025138 - FORD,TC,Light Truck & Van recalled by FORD,Other,,2025-03-20,2025-06-20 15:13:01.237253,Light Truck & Van
77170,Transport Canada Recall - 2025140 - FORD,TC,SUV recalled by FORD,Visual System,,2025-03-20,2025-06-20 15:13:01.237253,SUV
77171,Transport Canada Recall - 2025141 - FORD,TC,SUV recalled by FORD,Visual System,,2025-03-20,2025-06-20 15:13:01.237253,SUV
77163,Transport Canada Recall - 2025106 - FORD,TC,Truck - Med. & H.D. recalled by FORD,Brakes,Med. & H.D. - Light Truck & Van - SUV,2025-03-20,2025-06-20 15:13:01.237253,Truck
64939,Transport Canada Recall - 2022144 - FORD,TC,Light Truck & Van recalled by FORD,Powertrain,,2025-03-20,2025-06-20 15:13:01.237253,Light Truck & Van
77145,MAR-Cetirizine 20 mg tablet: Out of specification (Impurities),Drugs and health products,MAR-Cetirizine 20 mg tablet,Product quality,,2025-03-20,2025-06-20 15:13:01.237253,Drugs
77143,ID NOW™ RSV and ID NOW™ Influenza A/B 2,Medical devices,ID NOW™ RSV and ID NOW™ Influenza A/B 2,Performance,,2025-03-20,2025-06-20 15:13:01.237253,Microbiology
77142,Novasight Hybrid Catheter,Medical devices,Novasight Hybrid Catheter,Performance,,2025-03-20,2025-06-20 15:13:01.237253,Radiology
77140,Multi-Mode Blue Blocking Sleep Lamp with Lithium-Ion Batteries recalled due to fire and burn hazards ,Consumer product safety,Multi-Mode Blue Blocking Sleep Lamp with Lithium-Ion Batteries,Fire hazard - Burn hazard,,2025-03-20,2025-06-20 15:13:01.237253,Household items
77130,SHEIN EVRYDAY Kids Pajama Sets recalled due to flammability hazard ,Consumer product safety,SHEIN EVRYDAY Kids’ Pajama Sets,Flammability hazard,,2025-03-20,2025-06-20 15:13:01.237253,Clothing
74054,Transport Canada Recall - 2023406 - FORD,TC,Truck - Med. & H.D. recalled by FORD,Other,Truck - Med. & H.D.,2025-03-20,2025-06-20 15:13:01.237253,Light Truck & Van
72163,Transport Canada Recall - 2022596 - FORD,TC,Light Truck & Van recalled by FORD,Heater And Defroster,,2025-03-20,2025-06-20 15:13:01.237253,Light Truck & Van
64966,Transport Canada Recall - 2022117 - FORD,TC,SUV recalled by FORD,Visual System,,2025-03-20,2025-06-20 15:13:01.237253,SUV
77144,Cetirizine 20 mg tablet: Out of Specification (Impurities),Drugs and health products,Cetirizine 20 mg tablet,Product quality,,2025-03-20,2025-06-20 15:13:01.237253,Drugs
77141,Habibi's Mediterranean brand Hummus Lebanese Style recalled due to undeclared peanut,CFIA,Hummus Lebanese Style,Peanut,,2025-03-19,2025-06-20 15:13:01.237253,Condiments
77154,Transport Canada Recall - 2025128 - GENERAL MOTORS,TC,Truck - Med. & H.D. recalled by GENERAL MOTORS,Steering,Med. & H.D.,2025-03-19,2025-06-20 15:13:01.237253,Truck
77152,Transport Canada Recall - 2025126 - BMW,TC,SUV recalled by BMW,Brakes,,2025-03-19,2025-06-20 15:13:01.237253,SUV
77151,Transport Canada Recall - 2025125 - LAND ROVER,TC,SUV recalled by LAND ROVER,Seats And Restraints,,2025-03-19,2025-06-20 15:13:01.237253,SUV
77149,Transport Canada Recall - 2025123 - NISSAN,TC,Car recalled by NISSAN,Seats And Restraints,,2025-03-19,2025-06-20 15:13:01.237253,Car
77147,Transport Canada Recall - 2025121 - KAWASAKI,TC,Motorcycle recalled by KAWASAKI,Powertrain,,2025-03-19,2025-06-20 15:13:01.237253,Motorcycle
77135,Co-op Gold Ultra Disinfectant Wipes: An active ingredient may not be present,Drugs and health products,Co-op Gold Ultra Disinfectant Wipes,Product quality,,2025-03-19,2025-06-20 15:13:01.237253,Drugs
77139,DuraDiagnost,Medical devices,DuraDiagnost,Performance,,2025-03-19,2025-06-20 15:13:01.237253,Radiology
